app_id,title,release_date,genres,categories,developer,publisher,original_price,discount_percentage,discounted_price,dlc_available,age_rating,win_support,mac_support,linux_support,awards,overall_review_%,overall_review_count
977230,Mars Power Industries Deluxe,"4 Nov, 2019","Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",7A Games,7A Games,₹300.00,-59%,₹123.00,0,0,TRUE,TRUE,TRUE,1,94,551
1181220,aMAZE Gears 2,"4 Nov, 2019","Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing, Profile Features Limited",Blender Games,Blender Games,₹105.00,-72%,₹29.00,0,0,TRUE,FALSE,FALSE,0,81,11
833270,Citrouille: Sweet Witches,"4 Nov, 2018",Indie,"Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",Lumen Section,Plug In Digital,₹349.00,-80%,₹69.00,0,0,TRUE,TRUE,TRUE,0,92,41
963680,Clad in Iron: Sakhalin 1904,"4 Nov, 2018","Simulation, Strategy","Single-player, Family Sharing",Totem Games,Strategy First,₹569.00,-80%,₹113.00,0,0,TRUE,FALSE,FALSE,0,96,26
544600,Delicious - Emily's Christmas Carol,"4 Nov, 2016","Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",Blue Giraffe,GameHouse,₹880.00,-25%,₹660.00,1,0,TRUE,FALSE,FALSE,0,89,167
237470,Battle Worlds: Kronos,"4 Nov, 2013",Strategy,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",KING Art,KING Art,₹699.00,-75%,₹174.00,0,0,TRUE,TRUE,TRUE,0,65,234
2139890,Dream Fight Will,"4 May, 2023","Action, Adventure, Indie, RPG","Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Family Sharing, Profile Features Limited",张亮002,张亮002,₹400.00,-60%,₹160.00,0,0,TRUE,FALSE,FALSE,0,100,10
2236590,Psionic Awake,"4 May, 2023","Action, Adventure, Indie, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",Mighty Cat,INDIECN,₹250.00,-50%,₹125.00,0,0,TRUE,FALSE,FALSE,0,66,138
2398530,Top PUA,"4 May, 2023","Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing, Profile Features Limited",Alright Peaches Studio,Alright Peaches Studio,₹155.00,-40%,₹93.00,0,0,TRUE,FALSE,FALSE,0,7,13
864700,Dinosaur Fossil Hunter,"4 May, 2022","Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",▲ Pyramid Games,▲ Pyramid Games,"₹1,369.00",-39%,₹835.00,2,0,TRUE,FALSE,FALSE,2,75,631
1859770,Cubes and Knights,"4 May, 2022","Action, Adventure, Indie","Single-player, Family Sharing, Profile Features Limited",Sergey Bobrov,Sergey Bobrov,₹299.00,-15%,₹254.00,0,0,TRUE,FALSE,FALSE,0,92,68
1476830,Guillotine,"4 May, 2022","Adventure, Casual, Indie","Online PvP, LAN PvP, Online Co-op, LAN Co-op, Family Sharing, Profile Features Limited",Felipe Rodrigues,Felipe Rodrigues,₹199.00,-80%,₹39.00,0,0,TRUE,FALSE,FALSE,0,,
1580510,VR Fighter Jets War,"4 May, 2021","Adventure, Casual, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing, Profile Features Limited",William at Oxford,William at Oxford,₹125.00,-58%,₹53.00,0,0,TRUE,FALSE,FALSE,0,,
